id,title,description,avg_salary,currency,employer,city,search_query,employment,remote,published_at,url
120059146,Инженер по надежности (SRE),"Разделяете принцип проактивности: лучше предотвратить сбой, чем потом его устранять. Понимаете принципы построения CI/CD-пайплайнов и IaC-подхода. Разрабатывать инструменты для повышения надежности информационных систем. Участвовать в устранении сбоев и расследовании их причин. Повышать Observability приложений.",,,Т-Банк,Челябинск,ml engineer,Полная занятость,Очная,2025-10-20T12:55:25+0300,https://hh.ru/vacancy/120059146
126721893,Full‑stack PHP‑разработчик (AI integration),"Интегрировать современные технологии и инструменты, включая LLM и иные <highlighttext>AI</highlighttext>-решения. Что мы ждём: Обязательные навыки: Уверенное знание PHP 7... Оптимизировать и развивать архитектуру приложения.",150000.0,RUR,Аспро,Челябинск,AI developer,Полная занятость,Очная,2025-10-20T11:45:50+0300,https://hh.ru/vacancy/126721893
126271509,SEO-специалист (middle/senior),"Умение писать четкие ТЗ для <highlighttext>разработчиков</highlighttext> и брифы для генерации контента (в том числе для настройки работы с ИИ).  Координация и коммуникация: Готовить понятные ТЗ для <highlighttext>разработчиков</highlighttext>, дизайнеров и копирайтеров; координировать их работу для внедрения рекомендаций. Работа с современным...",100000.0,RUR,Stranke,Челябинск,AI developer,Полная занятость,Очная,2025-10-07T17:15:55+0300,https://hh.ru/vacancy/126271509
126884108,Group Head/Руководитель отдела маркетинга и рекламы,"Hard-skills. Опыт реализации РК в различных медиа (digital, наружная реклама, tv, радио, btl, креатив). Медиапланирование на полгода/год до... Сетап команды, составление беклога, а также понятной экосистемы проекта. Планирование этапов <highlighttext>разработки</highlighttext> проекта как для команды, так и для клиента.",130000.0,RUR,D Innovate Group,Челябинск,AI developer,Полная занятость,Очная,2025-10-31T12:55:55+0300,https://hh.ru/vacancy/126884108
126658019,Team Lead RPA-AI,"Знание основных подходов реализации <highlighttext>AI</highlighttext> в задачах бизнеса или повышения личной эффективности. Опыт управления командой <highlighttext>разработки</highlighttext> от 2–3 человек... Архитектурная и техническая поддержка продаж решений RPA, <highlighttext>AI</highlighttext>. Формирование команды. <highlighttext>Разработка</highlighttext> стратегии внедрения RPA и <highlighttext>AI</highlighttext>-технологий в бизнес-процессы...",,,Первый Бит,Челябинск,AI developer,Полная занятость,Очная,2025-10-17T14:29:03+0300,https://hh.ru/vacancy/126658019
127028919,Директор представительства,"Скажу сразу, что рассматриваем на эту должность только кандидатов с опытом в лизинге. - <highlighttext>Искусственный</highlighttext> <highlighttext>интеллект</highlighttext> обученный по базе знаний лизинга... Сотрудничество с более чем 70 лизинговыми компаниями. - Запуск своей платформы для работы с юр лицами. - После: разработка и реализация стратегий...",650000.0,RUR,ОП Лизинг,Челябинск,искусственный интеллект,Полная занятость,Очная,2025-10-27T20:05:40+0300,https://hh.ru/vacancy/127028919
122312708,Выездной представитель банка,Будет плюсом образование и опыт в продажах. Выезжать на консультации клиентов в удобные для них локации. Предлагать клиентам банковские продукты и подключать сервисы экосистемы Сбера.,78500.0,RUR,СБЕР,Челябинск,искусственный интеллект,Полная занятость,Очная,2025-10-23T15:44:10+0300,https://hh.ru/vacancy/122312708
124979203,Администратор центра лазерной эпиляции,"Грамотная речь, ОБУЧАЕМОСТЬ, опрятность, вежливость, коммуникабельность, доброжелательность, пунктуальность, тактичность. Многозадачность. Любовь к порядку и чистоте. Активность и желание зарабатывать.  Ведение записи в CRM системе (подключен помощник <highlighttext>искусственный</highlighttext> <highlighttext>интеллект</highlighttext> и бот для подтверждения записей). Продажа и оформление абонементов.",53500.0,RUR,Royal laser,Челябинск,искусственный интеллект,Полная занятость,Очная,2025-11-03T17:42:30+0300,https://hh.ru/vacancy/124979203
123519483,Клиентский менеджер отделения банка,Активно используешь гаджеты. Доброжелателен и готов помогать клиентам. Готов использовать <highlighttext>искусственный</highlighttext> <highlighttext>интеллект</highlighttext> в ежедневной работе (обучение за счёт компании — есть... Консультировать клиентов в отделении банка. Продавать продукты и услуги Сбера и помогать с их оформлением. Обучать клиентов пользоваться сервисами и...,78500.0,RUR,СБЕР,Челябинск,искусственный интеллект,Полная занятость,Очная,2025-10-23T11:30:00+0300,https://hh.ru/vacancy/123519483
124330569,AI-тренер по работе с текстами,"Готовы быстро разбираться в разных темах: от алгебры до поэзии. Не боитесь рутины, готовы часами докапываться до истины, отличать надёжные... Писать тексты, а также редактировать, проверять и оценивать чужие, в том числе сгенерированные нейросетью. Проверять факты и отличать надёжные источники...",78000.0,RUR,Яндекс Крауд,Челябинск,искусственный интеллект,Полная занятость,Удалённая,2025-10-16T17:50:47+0300,https://hh.ru/vacancy/124330569
